filename,channels,width,height,class,xmin,ymin,xmax,ymax
2007_005647.jpg,3,500,375,sofa,314,141,380,214
2007_005647.jpg,3,500,375,sofa,405,131,500,199
2007_005647.jpg,3,500,375,chair,213,218,315,364
2007_005647.jpg,3,500,375,chair,72,223,164,346
2007_005647.jpg,3,500,375,chair,41,190,97,306
2007_005647.jpg,3,500,375,chair,153,181,255,326
2007_005647.jpg,3,500,375,diningtable,22,189,309,344
2007_007420.jpg,3,500,333,person,161,92,387,333
2007_004241.jpg,3,500,375,boat,129,81,369,325
2007_009464.jpg,3,500,375,cat,1,91,447,358
2007_003020.jpg,3,500,375,pottedplant,405,205,444,245
2007_003020.jpg,3,500,375,pottedplant,415,270,450,325
2007_003020.jpg,3,500,375,person,72,122,172,375
2007_003020.jpg,3,500,375,person,171,117,281,375
2007_003020.jpg,3,500,375,person,256,142,337,352
2007_003020.jpg,3,500,375,person,330,130,405,342
2007_003872.jpg,3,500,375,dog,205,170,309,245
2007_001774.jpg,3,500,340,cat,14,86,500,286
2007_006409.jpg,3,500,375,person,304,98,500,375
2007_006409.jpg,3,500,375,person,1,128,114,264
2007_006409.jpg,3,500,375,bottle,167,178,193,241
2007_006409.jpg,3,500,375,diningtable,8,227,376,375
2007_000529.jpg,3,500,375,boat,290,143,500,250
2007_000529.jpg,3,500,375,car,422,237,461,255
2007_009724.jpg,3,500,375,cat,33,2,479,375
2007_000068.jpg,3,500,375,bird,27,45,266,375
2007_005845.jpg,3,500,349,cat,1,207,270,349
2007_005845.jpg,3,500,349,person,236,2,500,349
2007_000129.jpg,3,334,500,bicycle,70,202,255,500
2007_000129.jpg,3,334,500,bicycle,251,242,334,500
2007_000129.jpg,3,334,500,bicycle,1,144,67,436
2007_000129.jpg,3,334,500,person,1,1,66,363
2007_000129.jpg,3,334,500,person,74,1,272,462
2007_000129.jpg,3,334,500,person,252,19,334,487
2007_001960.jpg,3,329,500,horse,108,138,264,332
2007_007481.jpg,3,500,332,bird,61,53,362,317
2007_007196.jpg,3,500,375,tvmonitor,338,55,500,240
2007_007196.jpg,3,500,375,tvmonitor,171,57,340,235
2007_007196.jpg,3,500,375,tvmonitor,2,56,170,247
2007_003593.jpg,3,500,333,sheep,316,135,463,265
2007_003593.jpg,3,500,333,sheep,62,119,314,303
2007_009320.jpg,3,500,375,sheep,288,215,451,375
2007_009320.jpg,3,500,375,sheep,430,329,500,375
2007_009320.jpg,3,500,375,sheep,440,254,480,286
2007_009320.jpg,3,500,375,sheep,192,284,276,361
2007_009320.jpg,3,500,375,sheep,249,211,300,251
2007_009320.jpg,3,500,375,person,1,104,294,375
2007_003499.jpg,3,500,375,train,107,26,496,324
2007_001225.jpg,3,387,500,dog,100,212,303,414
2007_007955.jpg,3,500,375,person,82,121,402,365
2007_008645.jpg,3,500,330,boat,210,153,300,308
2007_009295.jpg,3,500,375,person,296,39,440,337
2007_009295.jpg,3,500,375,bicycle,43,104,307,375
2007_009295.jpg,3,500,375,tvmonitor,263,1,500,206
2007_003910.jpg,3,500,375,boat,29,187,362,242
2007_003910.jpg,3,500,375,person,161,122,274,220
2007_002105.jpg,3,500,375,motorbike,169,96,407,276
2007_002105.jpg,3,500,375,person,237,99,358,240
2007_000346.jpg,3,500,375,bottle,124,107,230,343
2007_000346.jpg,3,500,375,person,137,78,497,375
2007_000346.jpg,3,500,375,person,89,202,129,247
2007_000346.jpg,3,500,375,person,72,209,111,259
2007_009348.jpg,3,500,375,aeroplane,145,90,363,209
2007_008219.jpg,3,500,375,person,302,54,322,70
2007_008219.jpg,3,500,375,person,96,98,208,160
2007_008219.jpg,3,500,375,boat,1,1,112,62
2007_004769.jpg,3,500,375,bicycle,200,178,500,375
2007_004769.jpg,3,500,375,person,68,52,171,365
2007_004769.jpg,3,500,375,person,401,241,439,289
2007_004769.jpg,3,500,375,person,354,237,413,313
2007_004769.jpg,3,500,375,person,188,167,203,190
2007_007447.jpg,3,500,375,person,482,162,500,241
2007_007447.jpg,3,500,375,person,135,163,196,238
2007_007447.jpg,3,500,375,person,210,179,269,276
2007_007447.jpg,3,500,375,person,284,175,331,246
2007_007447.jpg,3,500,375,bicycle,125,201,207,266
2007_007447.jpg,3,500,375,bicycle,208,220,280,294
2007_007447.jpg,3,500,375,bicycle,282,209,336,268
2007_007447.jpg,3,500,375,car,122,146,196,181
2007_006240.jpg,3,351,467,person,1,14,350,467
2007_000645.jpg,3,500,375,bird,135,46,500,374
2007_000645.jpg,3,500,375,bird,124,146,365,375
2007_002953.jpg,3,500,370,bottle,25,102,93,325
2007_002953.jpg,3,500,370,bottle,94,104,166,337
2007_002953.jpg,3,500,370,bottle,165,103,247,347
2007_002953.jpg,3,500,370,tvmonitor,216,52,416,304
2007_002953.jpg,3,500,370,tvmonitor,89,61,162,141
2007_007881.jpg,3,500,334,train,14,33,500,283
2007_006744.jpg,3,500,375,person,146,124,369,375
2007_006744.jpg,3,500,375,person,90,1,500,374
2007_001377.jpg,3,500,366,aeroplane,273,163,318,250
2007_008260.jpg,3,500,375,dog,94,71,457,255
2007_008260.jpg,3,500,375,sofa,3,2,499,374
2007_006028.jpg,3,500,374,bicycle,19,80,93,144
2007_006028.jpg,3,500,374,person,282,81,331,289
2007_006028.jpg,3,500,374,person,177,200,215,249
2007_000042.jpg,3,500,335,train,263,32,500,295
2007_000042.jpg,3,500,335,train,1,36,235,299
2007_000793.jpg,3,500,375,person,289,100,316,183
2007_000793.jpg,3,500,375,person,241,111,270,180
2007_000793.jpg,3,500,375,person,218,107,236,178
2007_000793.jpg,3,500,375,person,402,67,467,259
2007_000793.jpg,3,500,375,person,65,110,84,161
2007_000793.jpg,3,500,375,person,96,107,114,159
2007_000793.jpg,3,500,375,person,100,78,190,282
2007_000793.jpg,3,500,375,person,273,103,295,182
2007_000793.jpg,3,500,375,bicycle,151,160,310,280
2007_000793.jpg,3,500,375,bus,2,80,51,135
2007_000063.jpg,3,500,375,dog,123,115,379,275
2007_000063.jpg,3,500,375,chair,75,1,428,375
2007_005527.jpg,3,375,500,person,24,42,363,500
2007_003190.jpg,3,354,500,sheep,100,30,269,179
2007_003190.jpg,3,354,500,sheep,2,47,115,220
2007_003190.jpg,3,354,500,sheep,7,47,107,265
2007_003190.jpg,3,354,500,sheep,123,93,282,458
2007_009841.jpg,3,500,321,person,79,148,171,226
2007_009841.jpg,3,500,321,horse,175,80,354,227
2007_004092.jpg,3,500,375,person,73,102,430,374
2007_007048.jpg,3,500,332,sheep,227,55,500,324
2007_007048.jpg,3,500,332,sheep,82,56,245,257
2007_007048.jpg,3,500,332,bottle,76,42,129,151
2007_007048.jpg,3,500,332,person,431,1,484,62
2007_007048.jpg,3,500,332,person,311,1,427,71
2007_007048.jpg,3,500,332,person,114,1,240,59
2007_007048.jpg,3,500,332,person,1,1,132,329
2007_002914.jpg,3,500,375,diningtable,2,266,397,375
2007_002914.jpg,3,500,375,person,287,13,500,374
2007_009911.jpg,3,500,400,aeroplane,75,137,417,265
2007_004052.jpg,3,500,319,aeroplane,47,108,398,213
2007_009015.jpg,3,500,333,bus,232,128,431,242
2007_009015.jpg,3,500,333,car,1,211,54,333
2007_009015.jpg,3,500,333,car,114,196,153,220
2007_009015.jpg,3,500,333,car,213,202,233,228
2007_009015.jpg,3,500,333,car,72,199,113,221
2007_009015.jpg,3,500,333,car,63,198,75,216
2007_009901.jpg,3,500,375,person,104,76,199,337
2007_009901.jpg,3,500,375,person,265,46,424,368
2007_009901.jpg,3,500,375,chair,20,174,77,234
2007_009901.jpg,3,500,375,chair,80,191,121,255
2007_009901.jpg,3,500,375,chair,262,188,302,271
2007_009901.jpg,3,500,375,chair,457,215,500,301
2007_009901.jpg,3,500,375,diningtable,189,185,256,266
2007_009901.jpg,3,500,375,diningtable,373,208,451,296
2007_004009.jpg,3,500,366,aeroplane,153,106,274,255
2007_008307.jpg,3,480,367,person,161,54,264,196
2007_008307.jpg,3,480,367,horse,78,85,412,313
2007_005124.jpg,3,500,324,cow,179,68,500,324
2007_005124.jpg,3,500,324,person,3,33,271,324
2007_001602.jpg,3,351,500,bottle,252,2,351,365
2007_001602.jpg,3,351,500,bottle,112,3,225,203
2007_006680.jpg,3,500,375,train,33,11,459,359
2007_006490.jpg,3,269,358,bird,80,309,109,332
2007_006490.jpg,3,269,358,person,143,165,169,248
2007_006490.jpg,3,269,358,boat,210,9,269,67
2007_006490.jpg,3,269,358,boat,172,27,226,65
2007_006490.jpg,3,269,358,boat,128,25,185,67
2007_000584.jpg,3,500,375,bicycle,31,74,369,346
2007_000584.jpg,3,500,375,sofa,344,207,500,374
2007_008211.jpg,3,375,500,person,78,182,282,500
2007_006560.jpg,3,500,375,person,1,28,246,375
2007_006560.jpg,3,500,375,person,223,31,500,375
2007_009579.jpg,3,375,500,person,20,2,375,500
2007_002142.jpg,3,500,333,person,178,86,316,333
2007_002142.jpg,3,500,333,person,292,71,409,333
2007_002142.jpg,3,500,333,person,5,130,62,218
2007_006832.jpg,3,500,333,sheep,91,1,500,333
2007_002903.jpg,3,500,376,cow,16,19,480,376
2007_003191.jpg,3,500,333,person,3,1,351,333
2007_001457.jpg,3,500,375,sofa,136,121,350,264
2007_001457.jpg,3,500,375,chair,432,212,500,375
2007_001595.jpg,3,500,375,bus,268,162,442,296
2007_001595.jpg,3,500,375,bus,40,158,275,288
2007_001763.jpg,3,500,375,cat,281,119,500,375
2007_001763.jpg,3,500,375,dog,1,24,330,366
2007_001763.jpg,3,500,375,sofa,1,48,500,375
2007_001763.jpg,3,500,375,tvmonitor,83,1,195,16
2007_006477.jpg,3,375,500,chair,7,267,72,401
2007_006477.jpg,3,375,500,chair,306,265,375,430
2007_006477.jpg,3,375,500,chair,170,353,242,425
2007_006477.jpg,3,375,500,person,124,207,247,468
2007_006477.jpg,3,375,500,person,146,221,260,454
2007_006483.jpg,3,500,377,person,100,32,379,377
2007_006483.jpg,3,500,377,bottle,307,146,348,221
2007_006483.jpg,3,500,377,bottle,316,191,338,254
2007_006483.jpg,3,500,377,bottle,281,151,305,217
2007_004722.jpg,3,500,375,horse,71,76,167,286
2007_004722.jpg,3,500,375,person,257,104,367,359
2007_004722.jpg,3,500,375,person,330,110,436,373
2007_009402.jpg,3,500,333,person,169,88,455,333
2007_005210.jpg,3,500,281,tvmonitor,74,55,205,188
2007_002852.jpg,3,500,375,dog,38,57,298,157
2007_002852.jpg,3,500,375,dog,68,147,458,237
2007_002852.jpg,3,500,375,dog,22,202,387,361
2007_008043.jpg,3,292,288,pottedplant,14,107,221,215
2007_008043.jpg,3,292,288,person,14,9,284,288
2007_002099.jpg,3,500,375,aeroplane,1,92,500,331
2007_002668.jpg,3,500,375,diningtable,86,312,499,374
2007_002668.jpg,3,500,375,person,320,102,500,319
2007_002668.jpg,3,500,375,person,426,105,462,134
2007_002668.jpg,3,500,375,person,95,83,309,319
2007_002668.jpg,3,500,375,person,89,169,112,190
2007_002668.jpg,3,500,375,pottedplant,19,124,97,187
2007_008932.jpg,3,500,375,person,60,126,156,375
2007_008932.jpg,3,500,375,person,139,92,230,375
2007_008932.jpg,3,500,375,person,221,121,311,302
2007_008932.jpg,3,500,375,person,301,81,390,303
2007_008932.jpg,3,500,375,diningtable,199,298,466,375
2007_008559.jpg,3,333,500,person,103,66,333,500
2007_008559.jpg,3,333,500,person,1,140,82,471
2007_004830.jpg,3,500,333,car,104,110,418,212
2007_004830.jpg,3,500,333,person,231,123,274,148
2007_005281.jpg,3,330,500,bicycle,121,244,177,336
2007_005281.jpg,3,330,500,person,132,181,190,322
2007_005281.jpg,3,330,500,person,59,199,89,318
2007_005281.jpg,3,330,500,person,17,179,68,352
2007_005281.jpg,3,330,500,person,97,228,110,253
2007_003169.jpg,3,500,375,cat,54,113,474,332
2007_003169.jpg,3,500,375,sofa,2,64,249,211
2007_008670.jpg,3,331,500,bird,56,115,254,263
2007_008670.jpg,3,331,500,bird,60,279,252,397
2007_008407.jpg,3,500,375,tvmonitor,73,175,203,281
2007_008407.jpg,3,500,375,tvmonitor,349,158,397,218
2007_008407.jpg,3,500,375,chair,350,255,489,375
2007_008407.jpg,3,500,375,chair,349,210,436,317
2007_008407.jpg,3,500,375,person,146,131,350,375
2007_008407.jpg,3,500,375,tvmonitor,418,153,434,205
2007_008407.jpg,3,500,375,chair,470,194,500,251
2007_005296.jpg,3,500,375,car,170,262,500,374
2007_005296.jpg,3,500,375,car,1,258,114,348
2007_005296.jpg,3,500,375,person,323,216,362,298
2007_002370.jpg,3,500,375,person,454,190,465,210
2007_002370.jpg,3,500,375,person,461,189,474,209
2007_002370.jpg,3,500,375,car,395,189,432,208
2007_002370.jpg,3,500,375,car,355,174,391,213
2007_003861.jpg,3,500,334,boat,115,52,287,294
2007_003861.jpg,3,500,334,boat,368,248,428,272
2007_000464.jpg,3,375,500,cow,71,252,216,314
2007_000464.jpg,3,375,500,cow,58,202,241,295
2007_008980.jpg,3,459,500,dog,53,58,372,428
2007_000648.jpg,3,500,333,person,394,199,404,223
2007_000648.jpg,3,500,333,person,424,199,436,220
2007_000648.jpg,3,500,333,person,434,196,444,220
2007_000648.jpg,3,500,333,person,443,195,452,220
2007_000648.jpg,3,500,333,bus,29,113,353,266
2007_000648.jpg,3,500,333,aeroplane,328,86,474,192
2007_000648.jpg,3,500,333,car,2,213,28,235
2007_009610.jpg,3,375,500,person,12,30,279,497
2007_002845.jpg,3,375,500,sheep,284,196,326,216
2007_002845.jpg,3,375,500,sheep,14,265,175,347
2007_002845.jpg,3,375,500,sheep,140,199,186,235
2007_002845.jpg,3,375,500,sheep,220,210,248,229
2007_002845.jpg,3,375,500,sheep,254,204,279,227
2007_002845.jpg,3,375,500,sheep,230,201,256,220
2007_005149.jpg,3,500,333,dog,205,1,341,165
2007_005149.jpg,3,500,333,dog,164,132,500,333
2007_007996.jpg,3,500,333,person,189,99,237,222
2007_007996.jpg,3,500,333,person,118,187,199,267
2007_007996.jpg,3,500,333,person,92,244,195,333
2007_007996.jpg,3,500,333,person,198,220,357,333
2007_007996.jpg,3,500,333,person,397,61,500,270
2007_007996.jpg,3,500,333,chair,2,203,82,316
2007_007996.jpg,3,500,333,chair,1,158,31,207
2007_007996.jpg,3,500,333,sofa,189,113,351,240
2007_007996.jpg,3,500,333,chair,349,196,431,287
2007_007996.jpg,3,500,333,tvmonitor,419,91,437,108
2007_009052.jpg,3,500,375,car,212,110,467,284
2007_009052.jpg,3,500,375,person,335,131,371,166
2007_006348.jpg,3,500,375,tvmonitor,12,75,80,205
2007_006348.jpg,3,500,375,chair,216,107,500,374
2007_006900.jpg,3,500,375,car,479,89,500,180
2007_006900.jpg,3,500,375,car,279,104,337,139
2007_006900.jpg,3,500,375,car,1,117,150,203
2007_006900.jpg,3,500,375,car,1,151,61,310
2007_006900.jpg,3,500,375,car,86,120,490,337
2007_006900.jpg,3,500,375,car,327,82,465,185
2007_007769.jpg,3,375,500,person,188,112,259,406
2007_007769.jpg,3,375,500,person,72,37,225,478
2007_007250.jpg,3,500,333,bottle,281,227,311,330
2007_007250.jpg,3,500,333,tvmonitor,122,19,327,176
2007_007195.jpg,3,500,333,person,351,26,500,333
2007_007195.jpg,3,500,333,train,85,109,412,178
2007_006241.jpg,3,500,375,chair,387,164,489,372
2007_006241.jpg,3,500,375,chair,1,162,52,341
2007_006241.jpg,3,500,375,bottle,183,103,210,183
2007_006241.jpg,3,500,375,diningtable,49,135,440,375
2007_006241.jpg,3,500,375,chair,96,299,334,375
2007_006241.jpg,3,500,375,chair,286,99,398,133
2007_006241.jpg,3,500,375,chair,104,111,195,169
2007_002426.jpg,3,500,375,person,95,34,493,285
2007_002426.jpg,3,500,375,sofa,38,2,248,116
2007_003831.jpg,3,500,375,person,48,18,249,359
2007_003831.jpg,3,500,375,person,182,82,321,332
2007_006004.jpg,3,333,500,chair,94,164,301,424
2007_006004.jpg,3,333,500,person,57,146,184,468
2007_006004.jpg,3,333,500,person,130,169,266,500
2007_006004.jpg,3,333,500,person,1,173,101,500
2007_006788.jpg,3,500,375,person,74,104,239,375
2007_004902.jpg,3,500,375,horse,1,141,192,374
2007_004902.jpg,3,500,375,horse,79,124,265,364
2007_004902.jpg,3,500,375,person,217,118,389,375
2007_004902.jpg,3,500,375,person,195,68,500,375
2007_002293.jpg,3,332,500,person,2,47,264,500
2007_002293.jpg,3,332,500,person,87,131,287,500
2007_008110.jpg,3,375,500,cat,90,210,211,288
2007_008110.jpg,3,375,500,chair,46,125,265,384
2007_008110.jpg,3,375,500,person,65,139,241,460
2007_008110.jpg,3,375,500,chair,306,114,375,257
2007_008110.jpg,3,375,500,chair,294,118,355,250
2007_002427.jpg,3,320,240,sofa,161,143,261,228
2007_002427.jpg,3,320,240,sofa,1,60,137,240
2007_002427.jpg,3,320,240,pottedplant,253,181,320,240
2007_000027.jpg,3,486,500,person,174,101,349,351
2007_009258.jpg,3,334,500,bicycle,63,175,334,500
2007_009258.jpg,3,334,500,person,52,1,321,470
2007_006946.jpg,3,500,333,aeroplane,7,2,489,308
2007_000243.jpg,3,500,333,aeroplane,181,127,274,193
2007_008142.jpg,3,500,332,person,189,73,253,229
2007_008142.jpg,3,500,332,horse,149,119,325,286
2007_004265.jpg,3,500,375,person,253,139,402,276
2007_004459.jpg,3,500,375,person,99,202,118,251
2007_004459.jpg,3,500,375,person,47,202,64,244
2007_004459.jpg,3,500,375,person,58,206,78,250
2007_004459.jpg,3,500,375,aeroplane,2,12,500,267
2007_004459.jpg,3,500,375,person,157,200,174,241
2007_004459.jpg,3,500,375,person,169,196,181,241
2007_002212.jpg,3,500,334,bird,42,72,459,247
2007_001884.jpg,3,500,375,bus,189,217,201,245
2007_001884.jpg,3,500,375,bus,200,216,311,251
2007_001884.jpg,3,500,375,bus,309,213,416,245
2007_001884.jpg,3,500,375,aeroplane,130,112,435,211
2007_000032.jpg,3,500,281,aeroplane,104,78,375,183
2007_000032.jpg,3,500,281,aeroplane,133,88,197,123
2007_000032.jpg,3,500,281,person,195,180,213,229
2007_000032.jpg,3,500,281,person,26,189,44,238
2007_006856.jpg,3,375,500,person,52,118,278,432
2007_001825.jpg,3,500,375,cat,1,39,403,300
2007_001825.jpg,3,500,375,dog,1,3,500,372
2007_008722.jpg,3,500,332,cow,302,206,393,292
2007_009578.jpg,3,500,335,person,85,44,500,335
2007_009422.jpg,3,500,334,bird,2,2,481,325
2007_008690.jpg,3,500,333,person,147,14,337,267
2007_001761.jpg,3,500,333,aeroplane,27,87,500,273
2007_002488.jpg,3,375,500,person,110,75,281,443
2007_002488.jpg,3,375,500,motorbike,11,226,375,500
2007_003451.jpg,3,500,333,sofa,235,154,408,225
2007_003451.jpg,3,500,333,chair,212,167,260,246
2007_003451.jpg,3,500,333,tvmonitor,390,202,466,277
2007_003451.jpg,3,500,333,bottle,7,217,25,260
2007_002260.jpg,3,500,330,motorbike,107,61,447,287
2007_009889.jpg,3,500,375,dog,142,156,366,265
2007_007748.jpg,3,332,500,horse,76,164,332,373
2007_007748.jpg,3,332,500,person,165,111,243,284
2007_005689.jpg,3,500,375,train,1,17,480,372
2007_005114.jpg,3,500,322,person,311,54,404,189
2007_005114.jpg,3,500,322,horse,325,103,388,242
2007_005114.jpg,3,500,322,cow,451,132,500,219
2007_005114.jpg,3,500,322,cow,56,136,132,257
2007_002055.jpg,3,500,375,dog,15,248,151,368
2007_002055.jpg,3,500,375,person,64,146,229,375
2007_002055.jpg,3,500,375,sofa,2,220,275,374
2007_005608.jpg,3,375,500,motorbike,1,226,303,462
2007_005608.jpg,3,375,500,person,31,146,199,441
2007_005608.jpg,3,375,500,person,97,181,241,321
2007_009323.jpg,3,500,375,bird,378,239,483,345
2007_009323.jpg,3,500,375,bird,221,79,328,145
2007_009323.jpg,3,500,375,bird,2,168,82,262
2007_004392.jpg,3,500,375,chair,328,224,440,359
2007_004392.jpg,3,500,375,chair,334,273,482,375
2007_004392.jpg,3,500,375,pottedplant,451,71,500,208
2007_004392.jpg,3,500,375,pottedplant,470,210,500,364
2007_004392.jpg,3,500,375,person,180,110,334,375
2007_004392.jpg,3,500,375,person,179,117,255,375
2007_004841.jpg,3,500,375,aeroplane,107,200,171,243
2007_004841.jpg,3,500,375,aeroplane,350,108,375,125
2007_000807.jpg,3,334,500,person,34,31,200,500
2007_004468.jpg,3,174,500,bottle,6,5,157,498
2007_003367.jpg,3,500,375,person,1,174,38,253
2007_003367.jpg,3,500,375,person,3,200,22,316
2007_003367.jpg,3,500,375,motorbike,15,213,111,302
2007_003367.jpg,3,500,375,pottedplant,354,167,389,267
2007_003367.jpg,3,500,375,pottedplant,387,130,418,170
2007_003367.jpg,3,500,375,pottedplant,422,128,447,171
2007_003367.jpg,3,500,375,pottedplant,447,142,473,174
2007_003367.jpg,3,500,375,pottedplant,476,142,496,173
2007_007917.jpg,3,500,375,person,21,109,228,372
2007_007917.jpg,3,500,375,person,290,100,499,375
2007_007917.jpg,3,500,375,person,186,61,362,373
2007_004866.jpg,3,500,375,cat,111,97,237,192
2007_004866.jpg,3,500,375,cat,61,107,376,375
2007_006581.jpg,3,374,500,bicycle,94,323,246,479
2007_006581.jpg,3,374,500,bicycle,162,299,293,477
2007_006581.jpg,3,374,500,car,78,209,102,231
2007_006581.jpg,3,374,500,car,135,210,154,233
2007_006581.jpg,3,374,500,car,108,213,130,228
2007_008567.jpg,3,334,500,person,122,5,295,500
2007_006445.jpg,3,443,480,horse,65,156,401,459
2007_006445.jpg,3,443,480,person,174,101,299,272
2007_005790.jpg,3,500,333,diningtable,91,247,500,333
2007_005790.jpg,3,500,333,person,267,34,500,281
2007_007849.jpg,3,500,281,tvmonitor,217,81,242,101
2007_007849.jpg,3,500,281,tvmonitor,247,86,269,109
2007_007849.jpg,3,500,281,tvmonitor,194,81,216,107
2007_007849.jpg,3,500,281,tvmonitor,100,235,134,281
2007_007849.jpg,3,500,281,person,362,89,428,169
2007_007849.jpg,3,500,281,person,379,166,429,280
2007_007849.jpg,3,500,281,person,414,138,454,275
2007_007849.jpg,3,500,281,person,436,110,473,239
2007_001686.jpg,3,375,500,person,112,168,206,500
2007_008051.jpg,3,500,375,bird,131,110,358,375
2007_001526.jpg,3,500,298,person,3,18,114,298
2007_001526.jpg,3,500,298,person,109,51,214,297
2007_001526.jpg,3,500,298,person,212,35,316,297
2007_001526.jpg,3,500,298,person,289,33,387,297
2007_001526.jpg,3,500,298,person,381,15,500,297
2007_008084.jpg,3,338,500,bird,111,212,233,365
2007_007910.jpg,3,500,375,person,316,18,465,375
2007_009245.jpg,3,500,375,cow,17,96,288,330
2007_009245.jpg,3,500,375,cow,265,150,467,248
2007_009554.jpg,3,500,370,person,1,124,295,370
2007_009554.jpg,3,500,370,tvmonitor,138,136,180,218
2007_009554.jpg,3,500,370,sofa,380,206,500,364
2007_007582.jpg,3,333,500,person,57,47,333,454
2007_004405.jpg,3,333,500,diningtable,6,239,300,496
2007_004405.jpg,3,333,500,chair,128,181,301,480
2007_004405.jpg,3,333,500,chair,198,162,333,400
2007_004405.jpg,3,333,500,chair,1,309,155,500
2007_005813.jpg,3,335,500,pottedplant,147,164,288,354
2007_005813.jpg,3,335,500,pottedplant,105,240,207,351
2007_005813.jpg,3,335,500,pottedplant,94,195,140,352
2007_009597.jpg,3,500,375,train,43,102,460,282
2007_002234.jpg,3,500,375,boat,110,150,415,250
2007_002234.jpg,3,500,375,boat,1,83,136,166
2007_004810.jpg,3,500,375,car,8,238,186,340
2007_004810.jpg,3,500,375,car,180,226,254,290
2007_004810.jpg,3,500,375,car,242,217,286,262
2007_004810.jpg,3,500,375,car,263,202,312,245
2007_004810.jpg,3,500,375,person,358,212,385,283
2007_004810.jpg,3,500,375,person,413,219,448,305
2007_004810.jpg,3,500,375,person,389,209,420,287
2007_001408.jpg,3,333,500,bottle,114,245,178,448
2007_001408.jpg,3,333,500,person,56,107,230,387
2007_001408.jpg,3,333,500,bottle,20,68,50,167
2007_001408.jpg,3,333,500,person,210,1,333,108
2007_001408.jpg,3,333,500,person,84,87,333,366
2007_001408.jpg,3,333,500,pottedplant,119,1,184,130
2007_005803.jpg,3,500,375,diningtable,67,156,433,273
2007_004454.jpg,3,375,500,person,213,95,311,375
2007_004663.jpg,3,500,375,train,1,168,407,260
2007_003571.jpg,3,500,333,boat,259,206,500,333
2007_005428.jpg,3,375,500,bottle,1,1,217,362
2007_007414.jpg,3,500,333,person,453,50,491,110
2007_007414.jpg,3,500,333,car,187,107,386,196
2007_008647.jpg,3,500,375,person,1,2,465,375
2007_001239.jpg,3,500,375,dog,108,60,320,160
2007_001239.jpg,3,500,375,dog,228,138,381,375
2007_001239.jpg,3,500,375,dog,118,94,286,307
2007_002639.jpg,3,500,375,person,345,158,402,284
2007_002639.jpg,3,500,375,person,240,141,307,301
2007_002639.jpg,3,500,375,person,185,156,242,301
2007_007795.jpg,3,500,375,person,7,108,153,374
2007_007795.jpg,3,500,375,person,107,118,207,305
2007_007795.jpg,3,500,375,person,163,122,224,307
2007_007795.jpg,3,500,375,person,295,151,359,269
2007_007795.jpg,3,500,375,person,334,152,408,279
2007_007795.jpg,3,500,375,person,404,154,485,322
